strain,stress
-4.70800730189193e-10,-0.23969856635151118
3.4896359810655743e-09,1.7786638578211513
5.312569236142556e-09,2.7076501752232383
3.101440567118367e-09,1.5807053269637414
-2.2849203882200793e-09,-1.16447848228385
-7.483221311295986e-09,-3.813708942292988
-9.074694610643358e-09,-4.624756567877007
-6.33723510095184e-09,-3.2295597622202705
-1.8164963853468865e-09,-0.9255459919088785
9.353201717584534e-10,0.4768898873712115
3.8897028226233583e-10,0.1984262300972283
-2.0334295359890787e-09,-1.0361898726313
-3.87054110706311e-09,-1.972488830659824
-4.188710175356803e-09,-2.134644959937933
-4.070867684722778e-09,-2.074583753533332
-4.762220774307655e-09,-2.426935913532313
-5.88397833743879e-09,-2.9986384311307748
-5.892346705336401e-09,-3.0028973608381833
-4.123033446535974e-09,-2.1011323486674343
-1.7857727251950733e-09,-0.9099206215252489
-6.054981062576141e-10,-0.3083882540858535
-8.068964143588647e-10,-0.41103574977012475
-1.0208521920082993e-09,-0.5200831470435989
-2.643059225809039e-10,-0.13449911037170542
5.72425173329907e-10,0.29194030587083136
-2.0842647783106616e-10,-0.10603815265061542
-2.6834072619394785e-09,-1.3674515332198174
-4.652645983898428e-09,-2.371088286050101
-3.917951246980914e-09,-1.996634323557389
-9.921984593243052e-10,-0.5054800842457252
1.0907814557174826e-09,0.5561182966620937
-5.604384405574005e-11,-0.028385972248136156
-3.528525484696898e-09,-1.798179798873526
-6.070870350870938e-09,-3.093887821163192
-5.583279229967338e-09,-2.845372261223321
-3.2467347817230447e-09,-1.6545131060797795
-1.9790692651335212e-09,-1.0084350091181757
-3.1805181294106258e-09,-1.6207792282980655
-5.516213114100036e-09,-2.8112001735360588
-6.846809886737991e-09,-3.4893409650181204
-6.700052869405685e-09,-3.4145411718615652
-6.3336959488075436e-09,-3.2278191864326966
-6.648337355213827e-09,-3.3881834834574236
-6.847659857709655e-09,-3.4897725972893623
-5.609707005643097e-09,-2.858823599877085
-3.2105278495596395e-09,-1.6360481558283073
-1.7580046326254523e-09,-0.895760193156103
-3.010732357764039e-09,-1.5342396594330672
-6.248990824765386e-09,-3.184658849612273
-8.684835433678922e-09,-4.426070763585828
-8.027871948605491e-09,-4.091230569733223
-4.528992270481176e-09,-2.307977636350427
-5.933311123378443e-10,-0.30217018500736265
1.3486072347959694e-09,0.6875149596318363
5.925031537670338e-10,0.3021496155199649
-1.713803077675156e-09,-0.8732970773380423
-3.6589833384146874e-09,-1.864673825848416
-3.81365159909321e-09,-1.9434972384739575
-1.9988796825450795e-09,-1.018563292787884
6.214733605987716e-10,0.31692805776822824
2.244434601515143e-09,1.1440566040396727
1.7320638746177089e-09,0.8829142821887385
-3.919249924235686e-10,-0.19961399458308318
-2.3182673411232995e-09,-1.1813929759083597
-2.6185421732854823e-09,-1.3344281238738267
-1.6257914875565852e-09,-0.8284513156516664
-9.99387408771399e-10,-0.5091929458609648
-1.8617562668650443e-09,-0.9487183292839435
-3.5907210344911445e-09,-1.8299033226401298
-4.6577301866224425e-09,-2.3737032756022654
-4.458996956619144e-09,-2.272413441979272
-3.863442079765332e-09,-1.9688759337759365
-3.841833270120811e-09,-1.9578628108156388
-4.070521302436284e-09,-2.074418945918314
-3.5178712884869023e-09,-1.7927488935382598
-2.356796100095313e-09,-1.2009872102295303
-2.4581783542936507e-09,-1.252661189743662
-5.196199417500683e-09,-2.6481317906106026
-8.912168711746666e-09,-4.541928533089513
-9.578830956508092e-09,-4.881655925878144
-4.866354868067607e-09,-2.4798789907843113
2.57266911222895e-09,1.3113428972757093
6.7717062616299965e-09,3.451232054964105
4.111137583753664e-09,2.0952236816487857
-2.7566823099814354e-09,-1.404960542375013
-7.1594499639695305e-09,-3.6487338481438876
-4.860084503279229e-09,-2.4768177953229835
1.867849168453342e-09,0.9520847737360867
6.7049038515687806e-09,3.417188248715721
5.548588354843125e-09,2.8278345738066264
1.798472590809814e-11,0.009119924090860938
-5.025609013064629e-09,-2.561282014956992
-6.6378659910663434e-09,-3.382926811140383
